Date : 2021-11-13 12:17:09
Directory : /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app
Total : 46 files,  1819 codes, 122 comments, 244 blanks, all 2185 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/ios/Runner/Base.lproj/LaunchScreen.storyboard                                 | XML        |         36 |          1 |          1 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/ios/Runner/Base.lproj/Main.storyboard                                         | XML        |         25 |          1 |          1 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/ios/Runner/Runner-Bridging-Header.h                                           | C++        |          1 |          0 |          1 |          2 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/main.dart                                                                 | Dart       |         28 |          0 |          6 |         34 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/config/constants.dart                                                 | Dart       |          1 |          1 |          1 |          3 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/models/note.dart                                                      | Dart       |         98 |          0 |         13 |        111 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/repositories/note_repository.dart                                     | Dart       |         67 |         11 |         15 |         93 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/components/note_card.dart                                          | Dart       |        210 |         12 |         19 |        241 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/components/search_bar.dart                                         | Dart       |         50 |          0 |          4 |         54 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/functions/note_card_functions/delete_note_action.dart              | Dart       |         34 |          0 |          4 |         38 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/functions/note_card_functions/pin_note_action.dart                 | Dart       |         35 |          0 |          4 |         39 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/providers/note_provider.dart                                       | Dart       |          6 |          0 |          2 |          8 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/home_view/components/home_view_header.dart                   | Dart       |         37 |          0 |          4 |         41 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/home_view/components/tag_card.dart                           | Dart       |         24 |          0 |          4 |         28 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/home_view/home_view.dart                                     | Dart       |        128 |          0 |         22 |        150 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/note_creation_view/components/content_text_field.dart        | Dart       |         39 |          0 |          5 |         44 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/note_creation_view/components/note_creation_view_header.dart | Dart       |         19 |          0 |          4 |         23 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/note_creation_view/components/tag_text_field.dart            | Dart       |         45 |          0 |          7 |         52 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/note_creation_view/components/title_text_field.dart          | Dart       |         41 |          0 |          5 |         46 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/note_creation_view/note_creation_view.dart                   | Dart       |         93 |          6 |         13 |        112 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/components/date_of_first_note_card.dart         | Dart       |         52 |          0 |          6 |         58 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/components/profile_view_header.dart             | Dart       |         24 |          0 |          3 |         27 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/components/total_characters_typed_card.dart     | Dart       |         40 |          0 |          3 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/components/total_notes_created_card.dart        | Dart       |         40 |          0 |          3 |         43 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/components/total_words_typed_card.dart          | Dart       |         45 |          0 |          3 |         48 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/profile_view/profile_view.dart                               | Dart       |         44 |          0 |          4 |         48 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/tag_view/components/tag_view_header.dart                     | Dart       |         27 |          0 |          4 |         31 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/lib/src/ui/views/tag_view/tag_view.dart                                       | Dart       |         99 |          0 |         17 |        116 |
| /Users/carltonaikins/Desktop/Home/Programming/Flutter/projects/notes_app/pubspec.yaml                                                                  | YAML       |         23 |         37 |         16 |         76 |
| Total                                                                                                                                                  |            |      1,819 |        122 |        244 |      2,185 |
+--------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
